1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.7941737693061455,0.37724422323597034,0.6959124366529167,0.34150034577278837,0.5957535336415481,0.31451743794319764,0.5188944545492674,0.2878435947911604,0.48206877594067443,0.2641243040942434,0.4103460933102922,0.26174694804889864,0.3791782075360349,0.24642626744873367,0.35108470235122835,0.23623297884400965,0.3619594208097459,0.21754754964894576,0.3035131153422859,0.21109347000623793,0.3021361667101761,0.2009100811801642,0.2889656696362103,0.19762581454159178,0.2817999835456347,0.18702580917560271,0.2675975110396014,0.17880089570625324,0.25973693577725193,0.19306084166693774,0.27548803045015596,0.16569961720728282,0.24475187239178006,0.186039704538064,0.24460452682334857,0.1780869040201438,0.24191517193508427,0.18146158202352625,0.26278681312017255,0.18797198627292477,0.20398593813216104,0.15939644378426604,0.223866077414738,0.15395961336378014,0.2167083886831011,0.17330908952262528,0.23049391043095543,0.1673035331443957,0.19007595743193076,0.1570371513260051,0.20721663971222515,0.16090961124856382,0.20598977511042874,0.1465911730897595,0.18121010268514598,0.16412680958882414,0.20966198750055964,0.1350081116305378,0.2463494522028558,0.1428887670877772,0.1881827508787146,0.14882869201332083,0.1928646031698343,0.1568791067020111,0.18892231170362975,0.1390541965288545,0.1702985300075986,0.12980863735777398,0.20728732805516406,0.144494483875486,0.17743821617763333,0.17312977928399256,0.15764136046819355,0.15512772358939386,0.19837725245371537,0.14117792046569494,0.1562497982730991,0.15320369416887436,0.1661223276537183,0.14785311613322016,0.16277100909223705,0.14538528310582355,0.16920165028858106,0.12451546458253056,0.16763528525998855,0.17370039135759904,0.16739864221631445,0.15678429150421613,0.18671957758593696,0.13581759314860684,0.1658392693751232,0.14321358215319624,0.18873055839143515,0.1413895430660018,0.17794931442878134,0.12542840395618998,0.1622344897878677,0.1264366683335008,0.13798728888415526
