1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.5148444346023934,0.27973658508521104,0.48106457341647724,0.24527339906084633,0.3821396681359027,0.22264110645925742,0.3551584789932685,0.19682820685039823,0.324920235920996,0.2077109763952231,0.30463865387216604,0.17971038759081187,0.29584072477856005,0.18775781417077844,0.2683804813664811,0.16712031817167092,0.22985092373303276,0.17118158522063404,0.25932038943232455,0.15765471833091202,0.23018340138002022,0.16528472241327702,0.22843227172634917,0.14714881992129628,0.22393388194171088,0.13866153378514953,0.23036044976560668,0.1569111544185171,0.21604061027896918,0.16606220317990553,0.21550126605216077,0.16987865242260464,0.18694509829417225,0.1366970468535734,0.17214151473924316,0.13157127736008642,0.17642295042105255,0.12581434788886356,0.1747595265528485,0.14031413321779215,0.18272184219174156,0.13028724082743734,0.15380374079822579,0.14996806116670947,0.16487827771906213,0.13405788835801866,0.17743870823626737,0.16438563133610967,0.17883971244050206,0.16410772439517257,0.18167091924722742,0.12826736070290623,0.16227852451746774,0.12306052490394265,0.15242694366322462,0.1522042584598182,0.15355410035666622,0.14092631876464046,0.17961415755068424,0.17436473813563147,0.17732166838791397,0.14735005266028253,0.18681378854313915,0.13657149654029238,0.15767880102420254,0.15801842314301723,0.1479332897057576,0.1378716727535758,0.15303888526716675,0.14112923341210376,0.15009955309313316,0.1596222104652694,0.15379091409042947,0.11828175050515946,0.12999540028840753,0.12139009147489087,0.19562409542555245,0.12509359254358465,0.1611699576050485,0.12457948071797904,0.14958132448213043,0.12214605295831607,0.13410405827626096,0.1663243319363321,0.17948486878725775,0.13739096697943826,0.15620553847390609,0.1436483951105133,0.13445530272664247,0.1228616389946746,0.15661631120073924,0.12985773334584047,0.16497720653707135,0.12342032896793072,0.14363188919831413,0.12674631672491596,0.14450458993727464,0.11058014249427923,0.1423403136436662
